# 形近对表 v1（2026-09-22）。对象：现役 CNN 类表 4654 类。判据：(a) IDS 关系（同结构只差一槽 slot / 同部件异布局 layout）且字体模板 embedding 余弦 ≥ 0.945；(b) 任意两类字体模板余弦 ≥ 0.955（visual，含独体）。余弦来自 r5 主干 171dafe12f59 对 fonts/ 全部字体（49a4dcab1818）渲染均值；IDS 词表 1b4e652f5be9。标定：諭/論 .958 己/巳 .947 日/曰 .961 王/玉 .960 士/土 .975 戌/戍 .961 侯/候 .961；湄/潰 .937 泌/湖 .909 被 (a) 挡在外。随机类对 p50/p99 = .924/.944。
# 用途：形近靶子抽样、训练硬负例批采样、审字卡片提示「存在形近字 X，差在 R 槽 俞/侖」。**不进放行**。
a	b	kind	cos	detail
琅	琪	slot	0.9468	⿰:R:良/其
滮	𤄊	slot	0.9468	⿰:R:虎彡/厂墨
裙	褣	slot	0.9468	⿰:R:君/容
菉	𦯳	slot	0.9468	⿱:B:分廾/录
逮	遠	slot	0.9468	⿺:I:袁/隶
楛	橫	slot	0.9468	⿰:R:黄/苦
淫	𣵠	slot	0.9468	⿰:R:㸒/豕
七	世	slot	0.9468	⿻:A:乚/𠃊凵
濮	𤄊	slot	0.9468	⿰:R:厂墨/僕
㝐	窈	slot	0.9468	⿱:B:幼/厶
院	隙	slot	0.9468	⿰:R:完/小白小
掇	擢	slot	0.9468	⿰:R:翟/叕
淆	渚	slot	0.9468	⿰:R:者/肴
役	徙	slot	0.9468	⿰:R:殳/止龰
洙	𤄊	slot	0.9468	⿰:R:朱/厂墨
吠	狀	slot	0.9468	⿰:L:爿/口
夸	奎	slot	0.9468	⿱:B:亏/圭
菊	蔮	slot	0.9468	⿱:B:匊/國
思	男	slot	0.9468	⿱:B:力/心
錫	鎸	slot	0.9468	⿰:R:易/隹乃
餖	餼	slot	0.9468	⿰:R:氣/豆
滁	𤄊	slot	0.9468	⿰:R:厂墨/阝余
竭	靖	slot	0.9467	⿰:R:曷/青
搆	攜	slot	0.9467	⿰:R:巂/冓
駮	駸	slot	0.9467	⿰:R:𠬶/交
披	援	slot	0.9467	⿰:R:爰/皮
笑	笙	slot	0.9467	⿱:B:生/夭
穿	窅	slot	0.9467	⿱:B:牙/目
潰	𤄊	slot	0.9467	⿰:R:厂墨/貴
餐	饔	slot	0.9467	⿱:T:歺又/雍
烽	煇	slot	0.9467	⿰:R:軍/夆
靳	鞮	slot	0.9467	⿰:R:是/斤
輨	輶	slot	0.9467	⿰:R:官/酋
左	有	slot	0.9467	⿸:I:工/月
没	𣻎	slot	0.9467	⿰:R:丶冖元攵/殳
濩	穫	slot	0.9467	⿰:L:氵/禾
騋	𩣡	slot	0.9467	⿰:R:孛/來
阼	陰	slot	0.9467	⿰:R:今云/乍
軷	轕	slot	0.9467	⿰:R:犮/葛
携	攘	slot	0.9467	⿰:R:襄/隹乃
袪	𧝞	slot	0.9467	⿰:R:幾/去
波	滅	slot	0.9467	⿰:R:戌火/皮
硏	碍	slot	0.9467	⿰:R:幵/㝵
况	怳	slot	0.9467	⿰:L:冫/忄
僕	償	slot	0.9467	⿰:R:龸員/菐
刉	到	slot	0.9467	⿰:L:至/乞
莆	𧃲	slot	0.9467	⿱:B:麻米/甫
落	著	slot	0.9467	⿱:B:氵各/者
蟈	蟠	slot	0.9467	⿰:R:番/國
飯	餕	slot	0.9467	⿰:R:夋/反
謂	讕	slot	0.9467	⿰:R:闌/胃
娶	要	slot	0.9467	⿱:T:覀/取
鱐	鱣	slot	0.9467	⿰:R:肅/亶
欽	歙	slot	0.9467	⿰:L:金/翕
漾	𣵠	slot	0.9467	⿰:R:𦍌永/豕
腎	臂	slot	0.9467	⿱:T:辟/臤
㓜	切	slot	0.9467	⿰:L:七/幺
顔	顗	slot	0.9467	⿰:L:彦/豈
碎	碩	slot	0.9467	⿰:R:卒/頁
祛	𥙐	slot	0.9467	⿰:R:去/后
馳	駴	slot	0.9467	⿰:R:也/戒
秘	稡	slot	0.9467	⿰:R:卒/必
蒲	薳	slot	0.9467	⿱:B:氵甫/辶袁
棧	樸	slot	0.9467	⿰:R:戔/菐
吻	嚷	slot	0.9467	⿰:R:襄/勿
恪	略	slot	0.9467	⿰:L:忄/田
汨	𤄊	slot	0.9467	⿰:R:日/厂墨
伶	作	slot	0.9467	⿰:R:乍/令
墳	壝	slot	0.9467	⿰:R:遺/賁
隘	隱	slot	0.9467	⿰:R:益/㥯
隲	隴	slot	0.9467	⿰:R:龍/少馬
潄	濵	slot	0.9467	⿰:R:賔/敕
駴	騋	slot	0.9467	⿰:R:來/戒
抝	撿	slot	0.9467	⿰:R:幺𠃌/僉
綫	踐	slot	0.9467	⿰:L:糸/𧾷
恪	路	slot	0.9467	⿰:L:𧾷/忄
廉	廪	slot	0.9467	⿸:I:㐭示/兼
聱	鏊	slot	0.9467	⿱:B:金/耳
翁	翦	slot	0.9467	⿱:T:前/公
渤	澍	slot	0.9467	⿰:R:壴寸/孛力
犢	續	slot	0.9467	⿰:L:牛/糸
牧	牲	slot	0.9467	⿰:R:攵/生
向	白	slot	0.9467	⿱:B:日/冋
須	頌	slot	0.9467	⿰:L:公/彡
撮	撿	slot	0.9467	⿰:R:僉/最
健	儉	slot	0.9467	⿰:R:僉/建
褸	鏤	slot	0.9467	⿰:L:金/衤
託	誑	slot	0.9467	⿰:R:乇/狂
是	晶	slot	0.9467	⿱:B:昍/一龰
煓	燐	slot	0.9467	⿰:R:粦/耑
刪	則	slot	0.9467	⿰:L:冂〢一/貝
蒼	薈	slot	0.9467	⿱:B:倉/會
邦	郜	slot	0.9467	⿰:L:丰/告
餘	饑	slot	0.9467	⿰:R:余/幾
僧	價	slot	0.9467	⿰:R:覀貝/曾
托	抒	slot	0.9467	⿰:R:予/乇
弦	眩	slot	0.9467	⿰:L:目/弓
醇	醜	slot	0.9467	⿰:R:享/鬼
燈	燧	slot	0.9467	⿰:R:遂/登
邀	𨓜	slot	0.9467	⿺:I:敫/免
袒	褐	slot	0.9467	⿰:R:旦/曷
歎	飲	slot	0.9467	⿰:L:飠/𦰩
僅	瑾	slot	0.9467	⿰:L:亻/王
筮	𥮥	slot	0.9467	⿱:B:析/巫
逯	邃	slot	0.9467	⿺:I:穴㒸/录
綮	繫	slot	0.9467	⿱:T:𣪠/𢼄
倦	僣	slot	0.9467	⿰:R:卷/替
慷	懐	slot	0.9467	⿰:R:亠罒衣/康
枝	核	slot	0.9467	⿰:R:亥/支
批	拇	slot	0.9467	⿰:R:比/母
例	側	slot	0.9467	⿰:R:列/則
蹈	蹤	slot	0.9467	⿰:R:舀/從
䕶	蒹	slot	0.9467	⿱:B:兼/言隻
景	朂	slot	0.9467	⿱:B:耳力/京
惕	裼	slot	0.9467	⿰:L:忄/衤
楞	𣕕	slot	0.9467	⿰:R:罒方/臼工
賊	賤	slot	0.9467	⿰:R:戔/戎
叙	敍	slot	0.9467	⿰:R:攴/又
梅	楠	slot	0.9467	⿰:R:每/南
揆	揉	slot	0.9467	⿰:R:柔/癸
琴	瑟	slot	0.9467	⿱:B:今/必
回	田	slot	0.9467	⿴:I:十/口
汝	沒	slot	0.9467	⿰:R:刀又/女
倡	唱	slot	0.9467	⿰:L:亻/口
填	壇	slot	0.9467	⿰:R:亶/真
銓	鏜	slot	0.9467	⿰:R:全/堂
紡	統	slot	0.9467	⿰:R:充/方
說	謨	slot	0.9467	⿰:R:莫/兑
蛾	蠙	slot	0.9467	⿰:R:賓/我
攙	攟	slot	0.9467	⿰:R:鹿囷/毚
揀	練	slot	0.9467	⿰:L:扌/糸
擔	攟	slot	0.9467	⿰:R:鹿囷/詹
勲	烈	slot	0.9467	⿱:T:重力/列
菹	𮑮	slot	0.9467	⿱:B:氵隻/氵且
啟	敖	slot	0.9467	⿰:L:户口/龶勹
緩	繢	slot	0.9467	⿰:R:爰/貴
鉞	鋪	slot	0.9467	⿰:R:甫/戉
艱	銀	slot	0.9467	⿰:L:𦰩/金
脾	膾	slot	0.9467	⿰:R:卑/會
敏	斂	slot	0.9467	⿰:L:每/僉
諡	謳	slot	0.9467	⿰:R:兮皿/區
展	履	slot	0.9467	⿸:I:復/龷𰀠
軓	輙	slot	0.9467	⿰:R:取/凡
組	維	slot	0.9467	⿰:R:且/隹
佚	偕	slot	0.9467	⿰:R:皆/失
姜	盖	slot	0.9467	⿱:B:皿/女
竭	羯	slot	0.9467	⿰:L:立/羊
趾	距	slot	0.9467	⿰:R:止/巨
淚	混	slot	0.9467	⿰:R:戾/昆
詳	諸	slot	0.9467	⿰:R:者/羊
阮	陌	slot	0.9467	⿰:R:百/元
晩	暵	slot	0.9467	⿰:R:免/𦰩
堵	猪	slot	0.9467	⿰:L:土/犭
圬	垣	slot	0.9467	⿰:R:亏/亘
祼	禋	slot	0.9467	⿰:R:垔/果
粗	詛	slot	0.9467	⿰:L:言/米
磐	礱	slot	0.9467	⿱:T:龍/般
澹	濵	slot	0.9467	⿰:R:賔/詹
塈	壁	slot	0.9467	⿱:T:辟/既
呴	唯	slot	0.9467	⿰:R:句/隹
恢	愞	slot	0.9467	⿰:R:灰/耎
勒	勖	slot	0.9467	⿰:L:冒/革
淛	測	slot	0.9467	⿰:R:制/則
渾	緷	slot	0.9467	⿰:L:糸/氵
汶	𣻎	slot	0.9467	⿰:R:文/丶冖元攵
安	灾	slot	0.9467	⿱:B:火/女
陜	陸	slot	0.9467	⿰:R:坴/夾
垚	幸	slot	0.9467	⿱:B:土土/𢆉
急	意	slot	0.9467	⿱:T:音/刍
館	餼	slot	0.9467	⿰:R:氣/官
伴	俾	slot	0.9467	⿰:R:半/卑
六	其	slot	0.9467	⿱:T:龷二/亠
藏	𦯳	slot	0.9467	⿱:B:分廾/𠃊丆戊臣
版	牘	slot	0.9467	⿰:R:反/賣
儗	優	slot	0.9467	⿰:R:疑/憂
迄	迕	slot	0.9467	⿺:I:乞/午
渥	瀍	slot	0.9467	⿰:R:屋/广里八土
逌	邅	slot	0.9467	⿺:I:亶/⺊囗コ
蝨	螽	slot	0.9467	⿱:T:卂/冬
滴	𤄊	slot	0.9467	⿰:R:啇/厂墨
傳	𠈁	slot	0.9467	⿰:R:專/𠂆一匕
瀝	𣵠	slot	0.9467	⿰:R:歷/豕
湮	𤄊	slot	0.9467	⿰:R:厂墨/垔
榭	𣕕	slot	0.9467	⿰:R:臼工/射
珍	瓊	slot	0.9467	⿰:R:㐱/⺈𠔿目夊
玠	珍	slot	0.9466	⿰:R:㐱/介
儷	驪	slot	0.9466	⿰:L:亻/馬
私	秘	slot	0.9466	⿰:R:厶/必
椓	榭	slot	0.9466	⿰:R:豖/射
栻	樹	slot	0.9466	⿰:R:式/壴寸
祧	禭	slot	0.9466	⿰:R:兆/遂
棱	陵	slot	0.9466	⿰:L:阝/木
蔽	藜	slot	0.9466	⿱:B:黎/敝
駒	𩣡	slot	0.9466	⿰:R:孛/句
懮	懾	slot	0.9466	⿰:R:聶/憂
該	諺	slot	0.9466	⿰:R:彦/亥
籀	籖	slot	0.9466	⿱:B:韯/扌留
儉	殮	slot	0.9466	⿰:L:亻/歹
剴	顗	slot	0.9466	⿰:R:刂/頁
牘	韇	slot	0.9466	⿰:L:革/片
防	隋	slot	0.9466	⿰:R:方/𲺋
㬊	晃	slot	0.9466	⿱:B:光/爰
絀	綿	slot	0.9466	⿰:R:帛/出
五	干	slot	0.9466	⿱:B:丄𠃍/十
鉷	鎮	slot	0.9466	⿰:R:共/真
請	輤	slot	0.9466	⿰:L:車/言
鶴	鷄	slot	0.9466	⿰:L:奚/隺
滱	𣵠	slot	0.9466	⿰:R:豕/丶冖元攴
扱	抝	slot	0.9466	⿰:R:幺𠃌/及
郈	郗	slot	0.9466	⿰:L:希/后
邦	鄯	slot	0.9466	⿰:L:丰/善
祧	禋	slot	0.9466	⿰:R:兆/垔
倅	儕	slot	0.9466	⿰:R:卒/齊
呻	神	slot	0.9466	⿰:L:示/口
殁	没	slot	0.9466	⿰:L:歹/氵
掇	揆	slot	0.9466	⿰:R:癸/叕
筆	篳	slot	0.9466	⿱:B:聿/畢
梅	誨	slot	0.9466	⿰:L:木/言
構	樸	slot	0.9466	⿰:R:菐/冓
滕	脤	slot	0.9466	⿰:R:龹氺/辰
杼	舒	slot	0.9466	⿰:L:舍/木
訶	誨	slot	0.9466	⿰:R:每/可
葬	𧃲	slot	0.9466	⿱:B:麻米/死廾
途	遜	slot	0.9466	⿺:I:余/孫
刉	別	slot	0.9466	⿰:L:口勹/乞
扱	提	slot	0.9466	⿰:R:是/及
叢	最	slot	0.9466	⿱:T:日/业𢆉
鶯	鷢	slot	0.9466	⿱:T:𤇾/厥
欺	歉	slot	0.9466	⿰:L:兼/其
咈	拂	slot	0.9466	⿰:L:口/扌
蕭	薰	slot	0.9466	⿱:B:肅/熏
嗄	鳴	slot	0.9466	⿰:R:夏/鳥
徂	復	slot	0.9466	⿰:R:且/复
絲	綴	slot	0.9466	⿰:R:糸/叕
訣	誤	slot	0.9466	⿰:R:口天/夬
鉅	鋌	slot	0.9466	⿰:R:巨/廷
始	飴	slot	0.9466	⿰:L:飠/女
蚋	蜮	slot	0.9466	⿰:R:内/或
佃	鈿	slot	0.9466	⿰:L:亻/金
頻	顗	slot	0.9466	⿰:L:豈/步
藴	藻	slot	0.9466	⿱:B:氵喿/糸昷
踰	蹤	slot	0.9466	⿰:R:俞/從
許	評	slot	0.9466	⿰:R:平/午
弇	翕	slot	0.9466	⿱:B:羽/廾
普	音	slot	0.9466	⿱:T:立/並
途	𨓜	slot	0.9466	⿺:I:余/免
倶	偲	slot	0.9466	⿰:R:思/具
窅	竄	slot	0.9466	⿱:B:目/鼠
救	敘	slot	0.9466	⿰:L:余/求
駸	駿	slot	0.9466	⿰:R:夋/𠬶
籤	𥳽	slot	0.9466	⿱:B:韱/其欠
瑣	環	slot	0.9466	⿰:R:睘/𧴪
宏	宥	slot	0.9466	⿱:B:有/厷
汸	泲	slot	0.9466	⿰:R:𠂔/方
貯	賄	slot	0.9466	⿰:R:宁/有
芟	蓡	slot	0.9466	⿱:B:殳/氵𠬶
陟	陵	slot	0.9466	⿰:R:步/夌
迂	迕	slot	0.9466	⿺:I:于/午
棺	檜	slot	0.9466	⿰:R:官/會
係	保	slot	0.9466	⿰:R:呆/系
覃	覇	slot	0.9466	⿱:B:革月/早
悳	意	slot	0.9466	⿱:T:音/直
股	腔	slot	0.9466	⿰:R:殳/空
㩁	捲	slot	0.9466	⿰:R:卷/宀隹
灾	牢	slot	0.9466	⿱:B:火/牛
誕	誡	slot	0.9466	⿰:R:戒/延
切	初	slot	0.9466	⿰:L:衤/七
迪	連	slot	0.9466	⿺:I:由/車
媟	媿	slot	0.9466	⿰:R:枼/鬼
供	僎	slot	0.9466	⿰:R:巽/共
梳	椅	slot	0.9466	⿰:R:奇/㐬
泗	濶	slot	0.9466	⿰:R:門舌/四
蒜	蔬	slot	0.9466	⿱:B:了一⺊㐬/示示
濰	𤄊	slot	0.9466	⿰:R:厂墨/糸隹
萃	𮑮	slot	0.9466	⿱:B:卒/氵隻
䃾	祝	slot	0.9466	⿰:R:比/兄
披	撼	slot	0.9466	⿰:R:感/皮
鎮	鎸	slot	0.9466	⿰:R:真/隹乃
柎	鮒	slot	0.9466	⿰:L:木/魚
咮	啖	slot	0.9466	⿰:R:朱/炎
字	守	slot	0.9466	⿱:B:寸/子
抽	拈	slot	0.9466	⿰:R:占/由
素	絜	slot	0.9466	⿱:T:㓞/龶
祀	禆	slot	0.9466	⿰:R:巳/卑
軹	輙	slot	0.9466	⿰:R:取/只
倶	偈	slot	0.9466	⿰:R:曷/具
挾	浹	slot	0.9466	⿰:L:氵/扌
鵯	鷦	slot	0.9466	⿰:L:卑/焦
僣	儕	slot	0.9466	⿰:R:齊/替
萼	蔞	slot	0.9466	⿱:B:咢/婁
刦	刺	slot	0.9466	⿰:L:朿/去
巧	攻	slot	0.9466	⿰:R:攵/丂
榆	瑜	slot	0.9466	⿰:L:木/王
脫	腹	slot	0.9466	⿰:R:兑/复
符	𥳽	slot	0.9466	⿱:B:其欠/付
妃	媚	slot	0.9466	⿰:R:眉/己
埜	塋	slot	0.9466	⿱:T:𤇾/林
撲	攘	slot	0.9466	⿰:R:菐/襄
渭	潧	slot	0.9466	⿰:R:胃/曾
淛	𤄊	slot	0.9466	⿰:R:制/厂墨
絘	𦁐	slot	0.9466	⿰:R:屈/次
中	牛	slot	0.9466	⿻:B:口/𠂉一
陘	陛	slot	0.9466	⿰:R:巠/坒
䕶	藎	slot	0.9466	⿱:B:言隻/盡
据	踞	slot	0.9466	⿰:L:扌/𧾷
樣	𣕕	slot	0.9466	⿰:R:𦍌永/臼工
富	審	slot	0.9466	⿱:B:番/畐
逕	逢	slot	0.9466	⿺:I:巠/夆
炎	熒	slot	0.9466	⿱:T:𤇾/火
綬	縚	slot	0.9466	⿰:R:舀/受
把	抱	slot	0.9466	⿰:R:巴/包
矩	矯	slot	0.9466	⿰:R:喬/巨
翌	翼	slot	0.9466	⿱:B:異/立
獲	護	slot	0.9466	⿰:L:犭/言
架	柔	slot	0.9466	⿱:T:加/矛
掾	攙	slot	0.9466	⿰:R:彖/毚
柎	梅	slot	0.9466	⿰:R:付/每
嵇	稡	slot	0.9466	⿰:R:卒/尤山
筆	策	slot	0.9466	⿱:B:聿/朿
憎	懴	slot	0.9466	⿰:R:曾/韯
匏	袍	slot	0.9466	⿰:L:衤/夸
兄	克	slot	0.9466	⿱:T:口/古
喙	嚷	slot	0.9466	⿰:R:襄/彖
祈	視	slot	0.9466	⿰:R:見/斤
賊	賻	slot	0.9466	⿰:R:戎/尃
佼	倭	slot	0.9466	⿰:R:委/交
蒸	𧃲	slot	0.9466	⿱:B:丞灬/麻米
蓄	蓋	slot	0.9466	⿱:B:盍/畜
宇	牢	slot	0.9466	⿱:B:于/牛
聱	鼇	slot	0.9466	⿱:B:黽/耳
紱	絃	slot	0.9466	⿰:R:玄/犮
渡	濩	slot	0.9466	⿰:R:度/蒦
漣	瀍	slot	0.9466	⿰:R:連/广里八土
纇	頼	slot	0.9466	⿰:L:米糸/束
蓋	薳	slot	0.9466	⿱:B:盍/辶袁
帛	帬	slot	0.9466	⿱:T:君/白
窠	窺	slot	0.9466	⿱:B:夫見/果
監	鹽	slot	0.9466	⿱:T:臣𠂉鹵/臣𠂉丶
盈	盎	slot	0.9466	⿱:T:乃又/央
茪	𮑮	slot	0.9466	⿱:B:氵隻/光
灤	𣵠	slot	0.9466	⿰:R:豕/䜌木
伶	倚	slot	0.9466	⿰:R:令/奇
賅	陔	slot	0.9466	⿰:L:阝/貝
蕭	藉	slot	0.9466	⿱:B:耒昔/肅
裴	褰	slot	0.9466	⿱:T:𡨄/非
蹶	躋	slot	0.9466	⿰:R:齊/厥
利	私	slot	0.9466	⿰:R:厶/刂
揆	撥	slot	0.9466	⿰:R:發/癸
電	霅	slot	0.9466	⿱:B:言/乚日
蛤	蝠	slot	0.9466	⿰:R:合/畐
帳	帽	slot	0.9466	⿰:R:冒/長
濡	瀹	slot	0.9466	⿰:R:龠/需
召	君	slot	0.9465	⿱:T:尹/刀
諦	蹄	slot	0.9465	⿰:L:言/𧾷
宋	宫	slot	0.9465	⿱:B:吕/木
逈	逾	slot	0.9465	⿺:I:俞/向
則	贈	slot	0.9465	⿰:R:刂/曾
菁	𧃲	slot	0.9465	⿱:B:麻米/青
粘	點	slot	0.9465	⿰:L:米/黑
著	蓬	slot	0.9465	⿱:B:逢/者
窈	窽	slot	0.9465	⿱:B:幼/𠤕欠
牝	牲	slot	0.9465	⿰:R:匕/生
板	梗	slot	0.9465	⿰:R:更/反
起	趙	slot	0.9465	⿺:I:肖/己
渚	漕	slot	0.9465	⿰:R:者/曹
蝶	蟾	slot	0.9465	⿰:R:詹/枼
吉	寺	slot	0.9465	⿱:B:口/寸
覃	覈	slot	0.9465	⿱:B:敫/早
祫	禧	slot	0.9465	⿰:R:喜/合
作	𠈁	slot	0.9465	⿰:R:乍/𠂆一匕
逕	𮞉	slot	0.9465	⿺:I:巠/冂巳
組	𦁐	slot	0.9465	⿰:R:且/屈
倅	倖	slot	0.9465	⿰:R:卒/幸
經	網	slot	0.9465	⿰:R:罔/巠
㩁	攟	slot	0.9465	⿰:R:鹿囷/宀隹
䕶	蔞	slot	0.9465	⿱:B:言隻/婁
梠	樞	slot	0.9465	⿰:R:吕/區
盝	盥	slot	0.9465	⿱:T:录/𦥑水
錄	錟	slot	0.9465	⿰:R:炎/彔
偓	𠈁	slot	0.9465	⿰:R:屋/𠂆一匕
陣	陬	slot	0.9465	⿰:R:車/取
憐	懴	slot	0.9465	⿰:R:粦/韯
蓁	蔡	slot	0.9465	⿱:B:秦/祭
託	註	slot	0.9465	⿰:R:乇/主
捕	輔	slot	0.9465	⿰:L:車/扌
汭	洒	slot	0.9465	⿰:R:内/西
綫	緒	slot	0.9465	⿰:R:者/戔
材	𣕕	slot	0.9465	⿰:R:才/臼工
芳	𧃲	slot	0.9465	⿱:B:麻米/方
鉞	鏤	slot	0.9465	⿰:R:婁/戉
庵	龐	slot	0.9465	⿸:I:龍/奄
技	按	slot	0.9465	⿰:R:安/支
埴	墻	slot	0.9465	⿰:R:嗇/直
彿	徙	slot	0.9465	⿰:R:弗/止龰
遁	道	slot	0.9465	⿺:I:首/盾
雩	霆	slot	0.9465	⿱:B:廷/亏
村	𣕕	slot	0.9465	⿰:R:寸/臼工
帳	幨	slot	0.9465	⿰:R:詹/長
祗	祛	slot	0.9465	⿰:R:去/氐
深	渫	slot	0.9465	⿰:R:枼/罙
洮	𤄊	slot	0.9465	⿰:R:兆/厂墨
經	繩	slot	0.9465	⿰:R:巠/黽
箭	籠	slot	0.9465	⿱:B:前/龍
栵	𣕕	slot	0.9465	⿰:R:列/臼工
菴	蒹	slot	0.9465	⿱:B:兼/奄
滱	潄	slot	0.9465	⿰:R:敕/丶冖元攴
銷	錯	slot	0.9465	⿰:R:昔/肖
嫄	嫻	slot	0.9465	⿰:R:原/閑
隙	隱	slot	0.9465	⿰:R:㥯/小白小
談	錟	slot	0.9465	⿰:L:言/金
倖	偉	slot	0.9465	⿰:R:韋/幸
紅	紜	slot	0.9465	⿰:R:云/工
奭	爽	slot	0.9465	⿻:B:㸚/百百
徂	組	slot	0.9465	⿰:L:糸/彳
河	牱	slot	0.9465	⿰:L:牛/氵
沐	泲	slot	0.9465	⿰:R:木/𠂔
漁	𤄊	slot	0.9465	⿰:R:魚/厂墨
佛	拂	slot	0.9465	⿰:L:亻/扌
汨	泯	slot	0.9465	⿰:R:民/日
隋	隱	slot	0.9465	⿰:R:㥯/𲺋
灸	燹	slot	0.9465	⿱:T:久/豕豕
礫	礲	slot	0.9465	⿰:R:樂/龍
突	窒	slot	0.9465	⿱:B:犬/至
臟	騰	slot	0.9465	⿰:R:藏/龹馬
篁	簟	slot	0.9465	⿱:B:覃/皇
滾	𣵠	slot	0.9465	⿰:R:豕/衮
餙	饎	slot	0.9465	⿰:R:希/喜
渙	漢	slot	0.9465	⿰:R:𦰩/奐
甾	邕	slot	0.9465	⿱:B:田/邑
閲	闐	slot	0.9465	⿵:I:兑/真
草	𧃲	slot	0.9465	⿱:B:早/麻米
幃	褘	slot	0.9465	⿰:L:衤/巾
御	徤	slot	0.9465	⿰:R:𦈢卩/建
瑯	鄉	slot	0.9465	⿰:L:乡/王
緦	𦁐	slot	0.9465	⿰:R:思/屈
炊	燠	slot	0.9465	⿰:R:奥/欠
棗	策	slot	0.9465	⿱:T:朿/𥫗
泥	派	slot	0.9465	⿰:R:尼/𠂢
棟	𣕕	slot	0.9465	⿰:R:東/臼工
渦	𤄊	slot	0.9465	⿰:R:厂墨/咼
苢	萇	slot	0.9465	⿱:B:㠯/長
遵	𨓜	slot	0.9465	⿺:I:免/尊
槃	𣙗	slot	0.9465	⿱:T:執/般
幅	𢂹	slot	0.9465	⿰:R:皃/畐
馭	馯	slot	0.9465	⿰:R:又/干
梅	橋	slot	0.9465	⿰:R:每/喬
禂	禓	slot	0.9465	⿰:R:周/昜
概	榴	slot	0.9465	⿰:R:留/既
螟	螺	slot	0.9465	⿰:R:冥/累
蕩	藴	slot	0.9465	⿱:B:糸昷/氵昜
猛	猪	slot	0.9465	⿰:R:孟/者
玠	琬	slot	0.9465	⿰:R:宛/介
截	戴	slot	0.9465	⿹:I:異/隹
髢	髽	slot	0.9465	⿱:B:也/坐
餕	駿	slot	0.9465	⿰:L:馬/飠
役	徤	slot	0.9465	⿰:R:殳/建
䈂	箝	slot	0.9465	⿱:B:并/扌甘
紡	𫃟	slot	0.9465	⿰:R:方/未
縢	騰	slot	0.9465	⿰:R:龹馬/龹糸
雯	霅	slot	0.9465	⿱:B:言/文
幵	汗	slot	0.9465	⿰:L:干/氵
踈	蹌	slot	0.9465	⿰:R:束/倉
另	足	slot	0.9465	⿱:B:龰/力
縶	繁	slot	0.9465	⿱:T:執/敏
況	洸	slot	0.9465	⿰:R:光/兄
撰	擺	slot	0.9465	⿰:R:罷/巽
渒	湮	slot	0.9465	⿰:R:卑/垔
淳	漳	slot	0.9465	⿰:R:享/章
提	擬	slot	0.9465	⿰:R:是/疑
詳	議	slot	0.9465	⿰:R:義/羊
娣	婦	slot	0.9465	⿰:R:帚/弟
髢	髦	slot	0.9465	⿱:B:毛/也
屏	展	slot	0.9465	⿸:I:龷𰀠/并
枕	沈	slot	0.9465	⿰:L:氵/木
竟	見	slot	0.9465	⿱:T:目/音
描	摘	slot	0.9465	⿰:R:苗/啇
椿	𣕕	slot	0.9465	⿰:R:春/臼工
蓰	蘅	slot	0.9465	⿱:B:徙/彳⺈田大亍
享	裒	slot	0.9465	⿱:B:口子/臼𧘇
浹	𣵠	slot	0.9465	⿰:R:夾/豕
薳	蘩	slot	0.9465	⿱:B:敏糸/辶袁
杓	𣕕	slot	0.9465	⿰:R:勺/臼工
傋	傳	slot	0.9465	⿰:R:冓/專
梧	𣕕	slot	0.9465	⿰:R:臼工/吾
梭	楹	slot	0.9465	⿰:R:盈/夋
琊	琛	slot	0.9465	⿰:R:罙/牙阝
磔	礎	slot	0.9465	⿰:R:桀/楚
海	𣵠	slot	0.9465	⿰:R:豕/每
藴	蘇	slot	0.9465	⿱:B:糸昷/魚禾
畜	當	slot	0.9465	⿱:T:𫩠/玄
杯	柄	slot	0.9465	⿰:R:不/丙
敉	牧	slot	0.9465	⿰:L:牛/米
栗	覃	slot	0.9465	⿱:B:木/早
宇	守	slot	0.9465	⿱:B:寸/于
摯	擊	slot	0.9465	⿱:T:𣪠/執
讒	讓	slot	0.9465	⿰:R:襄/毚
恚	悲	slot	0.9465	⿱:T:圭/非
借	倩	slot	0.9465	⿰:R:昔/青
要	賈	slot	0.9465	⿱:B:貝/女
縕	𫃟	slot	0.9465	⿰:R:昷/未
括	話	slot	0.9465	⿰:L:言/扌
桷	𣕕	slot	0.9465	⿰:R:角/臼工
髣	髴	slot	0.9465	⿱:B:弗/方
監	盥	slot	0.9465	⿱:T:𦥑水/臣𠂉丶
潮	𤄊	slot	0.9465	⿰:R:朝/厂墨
燦	𤊹	slot	0.9465	⿰:R:粲/孛力
諷	謳	slot	0.9465	⿰:R:風/區
傃	儀	slot	0.9465	⿰:R:義/素
故	救	slot	0.9465	⿰:L:古/求
宫	實	slot	0.9465	⿱:B:貫/吕
汝	𣵠	slot	0.9465	⿰:R:豕/女
刑	利	slot	0.9465	⿰:L:开/禾
轄	轉	slot	0.9465	⿰:R:專/害
渺	𤄊	slot	0.9465	⿰:R:目少/厂墨
樗	檇	slot	0.9465	⿰:R:雋/雩
頭	顔	slot	0.9465	⿰:L:彦/豆
舡	艘	slot	0.9465	⿰:R:叟/工
繕	繪	slot	0.9465	⿰:R:會/善
課	諫	slot	0.9465	⿰:R:果/柬
